id;names;date_x;score;genre;status;orig_lang;country
4603;Striking Distance;01/13/1994 ;58.0;Crime, Action, Mystery, Thriller; Released; English;AU
4604;Mannequin Two: On the Move;05/17/1991 ;59.0;Fantasy, Comedy, Science Fiction, Romance; Released; English;US
4605;Kabhi Khushi Kabhie Gham;12/14/2001 ;78.0;Comedy, Drama; Released; Hindi;IN
4606;Tooth Fairy 2;03/06/2012;50.0;Comedy, Family; Released; English;US
4607;Cage Dive;04/26/2017 ;46.0;Horror, Drama, Thriller, Mystery; Released; English;AU
4608;3:10 to Yuma;01/31/2008 ;72.0;Western; Released; English;AU
4609;The Devil's Backbone;10/19/2001 ;73.0;Fantasy, Drama, Horror, Thriller; Released; Spanish, Castilian;MX
4610;LOL;07/26/2012 ;61.0;Drama, Comedy, Romance; Released; English;AU
4611;Hulk vs. Thor;01/27/2009 ;68.0;Action, Animation, Fantasy, Science Fiction; Released; English;AU
4612;Naked Lunch;12/27/1991 ;70.0;Crime, Drama; Released; English;US
4613;Oligosaccharide The Movie;06/15/2017 ;50.0;Drama; Released; Korean;KR
4614;Dragonslayer;06/26/1981 ;65.0;Fantasy, Adventure; Released; English;US
4615;Along Came Polly;01/22/2004 ;60.0;Comedy, Romance; Released; English;AU
4616;Bratz;09/20/2007 ;58.0;Comedy, Music; Released; English;AU
4617;Joy;12/26/2015 ;65.0;Drama, Comedy; Released; English;AU
4618;Call Me Chihiro;02/23/2023 ;71.0;Drama; Released; Japanese;JP
4619;Fatale;05/06/2021;61.0;Drama, Thriller; Released; English;AU
4620;Sex of the Witch;01/01/1973;51.0;Thriller, Horror; Released; Italian;IT
4621;Clerks;01/17/1995 ;74.0;Comedy; Released; English;AU
4622;Undryable Daughter-in-Law;09/10/2020;50.0;Drama; Released; Korean;KR
4623;Your Christmas Or Mine?;12/02/2022;65.0;Romance, Comedy; Released; English;US
4624;Girl;11/01/2018;72.0;Drama; Released; Dutch, Flemish;NL
4625;The Outlaw Josey Wales;07/14/1976 ;75.0;Western; Released; English;US
4626;That Awkward Moment;02/13/2014 ;61.0;Comedy, Romance; Released; English;AU
4627;The Man with the Iron Fists;12/06/2012;55.0;Action; Released; English;AU
4628;Leave No Trace;08/07/2018;68.0;Drama; Released; English;AU
4629;Gangster Squad;01/10/2013;64.0;Crime, Drama, Action, Thriller; Released; English;AU
4630;Zog and the Flying Doctors;07/01/2021;66.0;Animation, Family; Released; English;AU
4631;The Christmas Chronicles;11/22/2018 ;72.0;Comedy, Adventure, Family, Fantasy; Released; English;US
4632;Felon;11/05/2008;72.0;Action, Crime, Drama, Mystery; Released; English;AU
4633;Visitor;02/11/2021;53.0;Horror; Released; Spanish, Castilian;ES
4634;Fahrenheit 451;09/19/2018 ;54.0;Drama, Science Fiction, Thriller; Released; English;AU
4635;Winnie the Pooh: A Very Merry Pooh Year;11/12/2002;68.0;Animation, Family; Released; English;US
4636;Avengement;06/04/2019;68.0;Crime, Action; Released; English;AU
4637;The Boston Strangler;10/16/1968 ;68.0;Crime, Drama, Mystery, Thriller, Horror; Released; English;US
4638;Cake;12/31/2014 ;63.0;Drama; Released; English;US
4639;Bad Boys;06/17/1983 ;70.0;Crime, Drama, Thriller; Released; English;AU
4640;The Twelve Tasks of Asterix;10/20/1976 ;74.0;Family, Animation, Comedy, Adventure; Released; French;FR
4641;Big Driver;10/18/2014 ;57.0;Crime, Mystery, Thriller; Released; English;US
4642;Rock of Ages;06/14/2012 ;62.0;Comedy, Drama, Music, Romance; Released; English;AU
4643;Easy Rider;09/20/1969 ;71.0;Adventure, Drama; Released; English;AU
4644;My Fair Lady;10/21/1964 ;75.0;Romance, Drama, Music; Released; English;US
4645;The Equalizer 3;09/01/2023;0.0;Action, Thriller, Crime; In Production; English;US
4646;Shane;04/23/1953 ;75.0;Drama, Western; Released; English;US
4647;D.E.B.S.;01/21/2004 ;64.0;Action, Comedy, Romance; Released; English;US
4648;The Last Song;03/31/2010 ;72.0;Drama, Family, Romance; Released; English;US
4649;Gabriel's Inferno: Part II;07/31/2020 ;84.0;Romance; Released; English;US
4650;Kagemusha;04/26/1980 ;78.0;Action, Drama, History, War; Released; Japanese;JP
4651;Spring Breakers;05/09/2013;52.0;Drama, Crime; Released; English;AU
4652;Detective Conan: Full Score of Fear;04/19/2008 ;70.0;Animation, Action, Crime, Mystery; Released; Japanese;JP
4653;Frida;08/29/2002 ;74.0;Drama, Romance; Released; English;US
4654;Beautiful Creatures;02/13/2013 ;60.0;Fantasy, Drama, Romance; Released; English;AU
4655;The Boss Baby: Get That Baby!;09/01/2020;65.0;Comedy, Family, Animation; Released; English;US
4656;Always Watching: A Marble Hornets Story;04/07/2015;51.0;Horror; Released; English;US
4657;Stand and Deliver;03/11/1988;76.0;Drama; Released; English;US
4658;Being John Malkovich;12/03/1999;74.0;Comedy, Drama, Fantasy; Released; English;AU
4659;Broken Arrow;08/11/1996;60.0;Action, Thriller, Adventure; Released; English;AU
4660;The Saint;07/11/2017;53.0;Action, Adventure, Crime; Released; English;US
4661;The Nights Belong to Monsters;10/09/2021;54.0;Fantasy, Drama; Released; Spanish, Castilian;GB
4662;House of the Dead 2;02/11/2006;47.0;TV Movie, Horror; Released; English;US
4663;The Last Warrior;10/19/2017 ;69.0;Fantasy, Family, Adventure, Action, Comedy; Released; Russian;RU
4664;The Imaginarium of Doctor Parnassus;10/29/2009 ;64.0;Adventure, Fantasy, Mystery; Released; English;AU
4665;Enter the Fat Dragon;02/14/2020 ;63.0;Action, Comedy, Crime; Released; Cantonese;CN
4666;The Family;10/10/2013;64.0;Crime, Comedy, Action; Released; English;AU
4667;Death Race 2050;01/17/2017 ;42.0;Action, Comedy, Science Fiction; Released; English;US
4668;Detective Conan: The Eleventh Striker;04/14/2012 ;69.0;Mystery, Action, Animation; Released; Japanese;JP
4669;Lemonade Mouth;04/15/2011 ;75.0;Drama, Comedy, TV Movie; Released; English;US
4670;Body Double;10/26/1984 ;68.0;Crime, Mystery, Thriller; Released; English;US
4671;The Neon Demon;10/20/2016 ;65.0;Thriller, Drama, Horror; Released; English;AU
4672;New Year's Eve;12/08/2011;59.0;Comedy, Romance; Released; English;AU
4673;Adventure Time;12/07/2008;85.0;Adventure, Animation, Comedy, Fantasy, Mystery; Released; English;US
4674;Next Friday;07/27/2000 ;65.0;Comedy; Released; English;AU
4675;Soylent Green;07/30/1973 ;69.0;Science Fiction, Thriller; Released; English;AU
4676;Wishmaster 4: The Prophecy Fulfilled;10/22/2002 ;46.0;Horror, Fantasy; Released; English;US
4677;Nanny;11/23/2022 ;54.0;Horror, Drama; Released; English;US
4678;Piranhaconda;06/16/2012 ;51.0;Horror, Science Fiction, Comedy; Released; English;US
4679;Runaway Bride;08/26/1999 ;61.0;Comedy, Romance; Released; English;AU
4680;In Secret;02/21/2014 ;63.0;Drama, Thriller, Crime, Romance; Released; English;US
4681;Superman: Unbound;04/23/2013 ;66.0;Animation, Action, Adventure; Released; English;US
4682;Dragon Nest: Warriors' Dawn;05/20/2014 ;77.0;Fantasy, Animation; Released; Chinese;CN
4683;The Door into Summer;06/25/2021 ;60.0;Science Fiction, Drama; Released; Japanese;JP
4684;Dracula;02/14/1931 ;72.0;Horror, Drama, Fantasy; Released; English;US
4685;She's All That;01/29/1999 ;63.0;Comedy, Romance; Released; English;US
4686;Death at a Funeral;10/10/2007;69.0;Comedy, Drama; Released; English;AU
4687;Death at a Funeral;10/10/2007;69.0;Comedy, Drama; Released; English;AU
4688;Fast Five;04/20/2011 ;72.0;Action, Thriller, Crime; Released; English;AU
4689;Ghost in the Shell Arise - Border 3: Ghost Tears;06/28/2014 ;69.0;Action, Animation, Science Fiction; Released; Japanese;JP
4690;She's the One;04/04/2022;61.0;Comedy, Romance, Fantasy; Released; Italian;IT
4691;Synchronic;01/21/2021 ;63.0;Science Fiction, Drama, Thriller, Horror; Released; English;AU
4692;Mona Lisa and the Blood Moon;10/13/2022 ;65.0;Mystery, Fantasy, Thriller, Science Fiction; Released; English;AU
4693;Rough Night;06/15/2017 ;57.0;Drama, Comedy; Released; English;AU
4694;We Need to Talk About Kevin;11/17/2011 ;76.0;Drama, Thriller; Released; English;AU
4695;Dirty Harry;04/27/1972 ;75.0;Action, Crime, Thriller; Released; English;AU
4696;Elephant;10/24/2003 ;71.0;Crime, Drama; Released; English;US
4697;Camp Rock;06/20/2008 ;64.0;Family, Music, Comedy, Drama, TV Movie, Romance; Released; English;US
4698;Gretel & Hansel;08/03/2020;60.0;Fantasy, Horror, Mystery; Released; English;AU
4699;Welcome to the Dollhouse;05/24/1996 ;72.0;Comedy, Drama; Released; English;US
4700;Fatal Journey;03/26/2020 ;79.0;Action, History, Drama, Fantasy; Released; Chinese;CN
4701;Free State of Jones;08/11/2016;67.0;Action, Drama, History, War; Released; English;AU
4702;Harold & Kumar Escape from Guantanamo Bay;04/30/2008 ;63.0;Comedy, Adventure; Released; English;AU
4703;A Fish Called Wanda;11/10/1988;72.0;Comedy, Crime; Released; English;AU
4704;The Last House on the Left;11/04/2004;60.0;Horror, Thriller; Released; English;AU
4705;The Last House on the Left;11/04/2004;60.0;Horror, Thriller; Released; English;AU
4706;U-571;04/20/2000 ;65.0;War, Drama, Action, Thriller; Released; English;AU
4707;Windfall;03/11/2022;54.0;Thriller, Crime, Drama; Released; English;US
4708;You Got Served;09/30/2004 ;64.0;Music, Drama; Released; English;AU
4709;Copshop;01/14/2022 ;62.0;Thriller, Crime, Action; Released; English;AU
4710;Scrooged;12/01/1988;68.0;Fantasy, Comedy, Drama; Released; English;AU
4711;Above the Law;10/27/1988 ;61.0;Action, Thriller; Released; English;AU
4712;The Most Beautiful Boy in the World;08/16/2021 ;75.0;Documentary; Released; English;AU
4713;Gamer;12/16/2009 ;57.0;Action, Thriller, Science Fiction; Released; English;AU
4714;Rogue;12/01/2020;56.0;Action, Adventure; Released; English;AU
4715;Quarantine 2: Terminal;06/16/2011 ;57.0;Horror, Mystery, Science Fiction; Released; English;US
4716;District B13;11/09/2004;68.0;Action, Thriller, Science Fiction; Released; French;FR
4717;The Monuments Men;03/13/2014 ;60.0;War, Drama, History, Action; Released; English;AU
4718;Shut In;11/11/2016;53.0;Drama, Thriller; Released; English;US
4719;The Switch;01/04/2011;62.0;Comedy, Romance, Drama; Released; English;AU
4720;Deadpool: From Comics to Screen... to Screen;05/10/2016;20.0;Documentary; Released; English;US
4721;Hard Kill;11/01/2020;51.0;Action, Thriller; Released; English;AU
4722;Stuart Little 3: Call of the Wild;12/07/2005;53.0;Animation, Comedy, Family; Released; English;AU
4723;King of Thieves;02/28/2019 ;55.0;Crime, Drama; Released; English;AU
4724;The Professionals;11/01/1966;71.0;Western, Action, Adventure; Released; English;US
4725;A Beautiful Day in the Neighborhood;01/23/2020 ;70.0;Drama, History; Released; English;AU
4726;Erotic Ghost Story: Perfect Match;11/06/1997;25.0;Comedy, Fantasy, Romance; Released; Cantonese;HK
4727;Supernova;04/15/2021 ;70.0;Romance, Drama; Released; English;AU
4728;SlugTerra: Return of the Elementals;08/02/2014;70.0;Family, Animation, Adventure; Released; English;US
4729;Scooby-Doo! Stage Fright;09/18/2013 ;78.0;Family, Adventure, Animation, Comedy, Mystery; Released; English;AU
4730;Imperium;09/19/2016 ;64.0;Crime, Drama, Thriller, Mystery; Released; English;AU
4731;Rampant;10/25/2018 ;69.0;Action, Horror, Drama, Fantasy; Released; Korean;KR
4732;Let Me In;10/14/2010 ;68.0;Drama, Horror, Mystery; Released; English;AU
4733;The Beach;03/09/2000;65.0;Drama, Adventure, Romance, Thriller; Released; English;AU
4734;Mobile Suit Gundam I;03/14/1981 ;69.0;Animation, Science Fiction, War; Released; Japanese;JP
4735;Boso Dos;02/03/2023;25.0;Comedy, Thriller; Released; Tagalog;PH
4736;Skandal! Bringing Down Wirecard;09/16/2022 ;75.0;Documentary; Released; English;US
4737;Push;09/26/2009 ;61.0;Science Fiction; Released; English;AU
4738;Sleepless in Seattle;11/24/1993 ;67.0;Comedy, Drama, Romance; Released; English;AU
4739;The Cell;08/17/2000 ;63.0;Horror, Science Fiction, Thriller; Released; English;US
4740;Slam Dunk 2: National Tournament;07/09/1994;47.0;Drama, Animation, Comedy; Released; Japanese;JP
4741;Stop! Or My Mom Will Shoot;02/21/1992 ;53.0;Action, Comedy; Released; English;US
4742;The Way Way Back;06/06/2013;71.0;Comedy, Drama; Released; English;AU
4743;Adult World;04/18/2013 ;61.0;Comedy; Released; English;US
4744;Still: A Michael J. Fox Movie;01/20/2023 ;30.0;Documentary; Released; English;US
4745;Full Time;07/28/2022 ;72.0;Drama; Released; French;AU
4746;Daphne & Velma;04/29/2018 ;63.0;Comedy, Horror, Action, Crime; Released; English;US
4747;XOXO;08/26/2016 ;60.0;Music, Drama; Released; English;US
4748;Awakening the Zodiac;06/09/2017;51.0;Crime, Drama, Mystery, Thriller; Released; English;US
4749;Arabian Nights;06/20/1974 ;66.0;Comedy, Drama, Fantasy, Romance; Released; Italian;IT
4750;Hypnotic;05/12/2023;0.0;Crime, Mystery, Thriller; Released; English;US
4751;The Relic;05/08/1997;60.0;Horror, Mystery, Thriller; Released; English;AU
4752;David Attenborough: A Life on Our Planet;09/28/2020 ;85.0;Documentary; Released; English;AU
4753;Smile;07/09/1975;63.0;Comedy; Released; English;US
4754;Paradise Alley;09/22/1978 ;58.0;Action, Drama; Released; English;US
4755;A.I. Rising;12/01/2020;51.0;Science Fiction, Drama, Romance; Released; English;AU
4756;The Admiral: Roaring Currents;09/18/2014 ;71.0;War, Action, Drama, History; Released; Korean;AU
4757;Hollywood Chainsaw Hookers;03/01/1988;58.0;Comedy, Horror; Released; English;US
4758;The Last Shift;01/27/2020 ;55.0;Comedy, Drama; Released; English;US
4759;The Package;08/25/1989 ;61.0;Crime, Thriller, Action; Released; English;US
4760;Viral;07/29/2016 ;57.0;Drama, Horror, Science Fiction; Released; English;US
4761;Murder by Numbers;08/29/2002 ;61.0;Crime, Drama, Thriller; Released; English;AU
4762;The Sky Crawlers;05/29/2009 ;67.0;Action, Adventure, Animation, War, Science Fiction; Released; Japanese;AU
4763;Silent Running;03/09/1972;64.0;Adventure, Science Fiction; Released; English;AU
4764;My Life in Ruins;06/05/2009;61.0;Comedy, Romance; Released; English;US
4765;The 15:17 to Paris;02/08/2018;54.0;Thriller, History, Drama; Released; English;AU
4766;Like Water for Chocolate;04/16/1992 ;73.0;Drama, Romance; Released; Spanish, Castilian;MX
4767;Good Burger;07/25/1997 ;60.0;Family, Comedy; Released; English;US
4768;Don't Tell a Soul;01/15/2021 ;69.0;Crime; Released; English;US
4769;Ramona and Beezus;07/23/2010 ;65.0;Comedy, Family; Released; English;US
4770;102 Dalmatians;11/21/2000 ;55.0;Family, Comedy; Released; English;US
4771;Rushmore;12/11/1998;74.0;Comedy, Drama; Released; English;US
4772;Kung Fu Panda Holiday;11/26/2010 ;70.0;Animation, Family, TV Movie, Comedy, Fantasy; Released; English;US
4773;Psychokinesis;01/31/2018 ;61.0;Fantasy, Action; Released; Korean;KR
4774;The 100 Candles Game;10/15/2020 ;57.0;Horror; Released; English;US
4775;Ratter;01/24/2015 ;51.0;Drama, Horror, Thriller; Released; English;US
4776;Crypto;04/12/2019;55.0;Thriller, Crime, Drama; Released; English;US
4777;Get Hard;03/26/2015 ;60.0;Comedy; Released; English;AU
4778;Scooby-Doo! Legend of the Phantosaur;06/27/2012 ;79.0;Family, Mystery, Animation, Comedy; Released; English;AU
4779;Death Note: Light Up the New World;11/10/2016;64.0;Crime, Drama, Horror, Science Fiction, Thriller; Released; Japanese;AU
4780;The Roommate;02/04/2011;54.0;Thriller, Drama, Horror; Released; English;US
4781;The Body;12/21/2012 ;76.0;Thriller, Mystery; Released; Spanish, Castilian;ES
4782;My Best Fiend;10/07/1999;74.0;Documentary; Released; German;DE
4783;Bent;03/09/2018;54.0;Thriller, Crime; Released; English;US
4784;Kill Your Darlings;10/16/2013 ;71.0;Drama, Romance, Thriller; Released; English;US
4785;This Is It;10/28/2009 ;72.0;Music, Documentary; Released; English;US
4786;Homejack Quartet;11/02/2018;60.0;Drama; Released; Japanese;JP
4787;Whisper;11/27/2007 ;65.0;Crime, Drama, Horror, Thriller; Released; English;US
4788;Too Old for Fairy Tales;03/18/2022 ;61.0;Family, Comedy; Released; Polish;PL
4789;The Saint;04/17/1997 ;61.0;Thriller, Action, Romance, Science Fiction, Adventure; Released; English;AU
4790;Song for Marion;02/22/2013 ;68.0;Music, Comedy, Romance, Drama; Released; English;GB
4791;Red Joan;06/06/2019;67.0;Thriller, History; Released; English;AU
4792;Double Lover;07/05/2018;61.0;Romance, Thriller, Drama; Released; French;AU
4793;Resistance;07/31/2020 ;70.0;War, History, Drama; Released; English;AU
4794;Hunt for the Wilderpeople;05/26/2016 ;77.0;Adventure, Comedy, Drama; Released; English;AU
4795;Dracula;05/08/1958;73.0;Horror; Released; English;US
4796;Friend Request;01/07/2016;55.0;Horror, Thriller; Released; English;DE
4797;3-Headed Shark Attack;07/20/2015 ;46.0;Science Fiction, Action, Horror; Released; English;US
4798;Obsessed;04/24/2009 ;58.0;Drama, Thriller; Released; English;US
4799;Thale;02/16/2012 ;54.0;Horror, Fantasy; Released; Norwegian;NO
4800;Tower Block;09/20/2012 ;59.0;Thriller, Action; Released; English;GB
4801;A Vigilante;06/10/2018;54.0;Thriller, Drama; Released; English;AU
4802;Rumble Fish;10/25/1984 ;70.0;Action, Crime, Drama; Released; English;AU
4803;Bringing Down the House;05/30/2003 ;60.0;Comedy, Drama; Released; English;AU
4804;My Super Ex-Girlfriend;07/20/2006 ;51.0;Comedy, Science Fiction, Romance; Released; English;AU
4805;Mary Shelley's Frankenstein;12/01/1994;64.0;Drama, Horror, Science Fiction, Romance; Released; English;AU
4806;My Cousin Vinny;05/21/1992 ;75.0;Comedy, Crime; Released; English;AU
4807;Little Nemo: Adventures in Slumberland;07/15/1989 ;67.0;Adventure, Animation, Family, Fantasy; Released; Japanese;JP
4808;Gentlemen Prefer Blondes;06/23/1987 ;73.0;Music, Comedy, Romance; Released; English;AU
